"","Name","File","AvgCyclomatic","AvgCyclomaticModified","AvgCyclomaticStrict","AvgEssential","AvgLine","AvgLineBlank","AvgLineCode","AvgLineComment","CountDeclClass","CountDeclClassMethod","CountDeclClassVariable","CountDeclExecutableUnit","CountDeclFunction","CountDeclInstanceMethod","CountDeclInstanceVariable","CountDeclMethod","CountDeclMethodDefault","CountDeclMethodPrivate","CountDeclMethodProtected","CountDeclMethodPublic","CountLine","CountLineBlank","CountLineCode","CountLineCodeDecl","CountLineCodeExe","CountLineComment","CountSemicolon","CountStmt","CountStmtDecl","CountStmtExe","MaxCyclomatic","MaxCyclomaticModified","MaxCyclomaticStrict","MaxEssential","MaxNesting","RatioCommentToCode","SumCyclomatic","SumCyclomaticModified","SumCyclomaticStrict","SumEssential","post_release_bugs"
"1937","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/fsdataset/impl/ReplicaMap.java","ReplicaMap.java",1,1,1,1,11,0,7,4,1,0,0,15,15,15,2,15,13,2,0,0,226,21,123,36,65,82,53,86,35,51,3,3,4,3,2,0.67,27,27,29,17,0
"1938","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/fsdataset/impl/VolumeFailureInfo.java","VolumeFailureInfo.java",1,1,1,1,10,0,3,6,1,0,0,5,5,5,3,5,0,0,0,5,82,6,24,11,7,52,11,17,10,7,1,1,1,1,0,2.17,5,5,5,5,0
"1939","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/metrics/DataNodeMetrics.java","DataNodeMetrics.java",1,1,1,1,4,0,4,0,1,1,0,48,48,47,57,48,0,0,0,48,407,71,302,138,117,34,156,222,136,86,2,2,2,1,1,0.11,59,59,59,48,0
"1940","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/metrics/FSDatasetMBean.java","FSDatasetMBean.java",0,0,0,0,0,0,0,0,1,0,0,0,14,14,0,14,3,0,0,11,123,17,20,19,0,86,17,18,18,0,0,0,0,0,0,4.3,0,0,0,0,0
"1941","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/web/DatanodeHttpServer.java","DatanodeHttpServer.java",1,1,1,1,14,0,13,0,5,0,1,9,9,9,10,9,0,0,3,6,174,14,141,58,74,19,79,97,58,39,5,5,5,1,1,0.13,17,17,17,9,0
"1942","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/web/SimpleHttpProxyHandler.java","SimpleHttpProxyHandler.java",1,1,1,1,9,0,9,0,5,1,1,12,12,11,5,12,1,2,1,8,161,14,124,57,58,23,65,84,50,34,2,2,2,1,1,0.19,17,17,17,12,0
"1943","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/web/URLDispatcher.java","URLDispatcher.java",1,1,1,1,10,0,10,0,1,0,0,2,2,2,3,2,1,0,1,0,59,6,36,23,13,17,24,28,20,8,2,2,2,1,1,0.47,3,3,3,2,0
"1944","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/web/webhdfs/DataNodeUGIProvider.java","DataNodeUGIProvider.java",2,2,2,1,11,0,10,1,1,0,0,3,3,3,1,3,2,1,0,0,70,9,41,24,21,21,26,32,22,10,4,4,4,1,1,0.51,6,6,6,3,0
"1945","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/web/webhdfs/ExceptionHandler.java","ExceptionHandler.java",8,8,10,1,33,2,27,3,1,2,1,2,2,0,0,2,1,1,0,0,116,12,81,35,43,23,49,66,34,32,12,12,13,1,3,0.28,17,17,21,2,0
"1946","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/web/webhdfs/HdfsWriter.java","HdfsWriter.java",1,1,1,1,5,0,5,0,1,0,1,6,6,6,3,6,1,1,1,3,82,11,54,31,17,17,33,41,26,15,2,2,2,1,1,0.31,7,7,7,6,0
"1947","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/web/webhdfs/ParameterParser.java","ParameterParser.java",1,1,2,1,7,0,6,0,1,2,0,18,18,16,3,18,15,3,0,0,207,22,154,63,75,34,86,119,64,55,11,11,13,8,3,0.22,33,33,38,28,0
"1948","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/datanode/web/webhdfs/WebHdfsHandler.java","WebHdfsHandler.java",1,1,1,1,13,0,12,0,3,2,5,13,13,11,5,13,0,7,0,6,270,28,224,130,122,19,153,175,117,58,5,5,9,1,1,0.08,21,21,25,13,0
"1949","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/mover/Mover.java","Mover.java",3,3,3,1,14,0,13,1,6,10,3,38,38,28,14,38,16,19,0,3,712,61,584,205,350,68,275,412,198,214,12,12,15,5,4,0.12,123,123,130,70,0
"1950","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/AclEntryStatusFormat.java","AclEntryStatusFormat.java",1,1,1,1,6,0,6,0,1,8,0,11,9,3,6,11,6,1,0,4,136,16,90,39,49,30,47,66,34,32,4,4,4,4,2,0.33,20,20,20,14,0
"1951","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/AclFeature.java","AclFeature.java",1,1,1,1,5,0,4,1,1,0,1,8,8,8,2,8,2,0,0,6,94,14,51,26,16,29,21,32,19,13,3,3,3,3,1,0.57,11,11,11,10,0
"1952","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/AclStorage.java","AclStorage.java",2,2,3,1,25,1,13,10,1,11,1,12,12,1,0,12,1,4,0,7,390,40,181,73,112,169,92,123,62,61,10,10,15,3,2,0.93,30,30,36,14,0
"1953","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/AclTransformation.java","AclTransformation.java",4,4,4,1,29,0,19,10,3,7,2,13,13,6,1,13,0,4,0,9,486,19,289,98,182,178,120,185,87,98,9,9,14,3,4,0.62,52,52,61,15,0
"1954","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/AuditLogger.java","AuditLogger.java",0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,2,0,0,0,61,6,15,14,0,40,9,10,10,0,0,0,0,0,0,2.67,0,0,0,0,0
"1955","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/BackupImage.java","BackupImage.java",2,2,2,1,20,1,14,4,2,0,0,16,14,16,7,16,9,4,0,3,424,43,258,64,167,127,117,161,52,109,8,8,8,6,3,0.49,46,42,46,26,0
"1956","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/BackupJournalManager.java","BackupJournalManager.java",1,1,1,1,3,0,3,0,1,0,0,19,19,19,2,19,1,0,0,18,139,23,91,55,19,25,26,46,31,15,1,1,1,1,0,0.27,19,19,19,19,0
"1957","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/BackupNode.java","BackupNode.java",1,1,2,1,11,0,9,1,3,1,7,30,30,29,4,30,3,7,11,9,482,44,343,133,179,111,163,223,98,125,8,8,8,3,3,0.32,57,57,62,34,0
"1958","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/BackupState.java","BackupState.java",1,1,1,1,4,0,4,0,1,0,0,6,6,6,0,6,0,0,0,6,70,9,44,23,12,22,17,26,16,10,2,2,2,1,1,0.5,8,8,8,6,0
"1959","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/CacheManager.java","CacheManager.java",3,3,3,1,20,0,16,2,3,6,2,49,49,43,16,49,4,22,0,23,1228,102,909,311,571,217,477,648,267,381,13,13,16,6,3,0.24,154,154,160,58,0
"1960","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/CachePool.java","CachePool.java",1,1,1,1,6,0,5,1,2,2,0,31,31,29,12,31,4,2,0,25,324,44,204,81,96,76,91,130,69,61,7,7,7,1,2,0.37,41,41,41,31,0
"1961","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/CachedBlock.java","CachedBlock.java",2,2,2,1,8,0,7,0,1,0,1,19,19,19,4,19,0,0,0,19,251,26,169,58,79,58,83,124,52,72,4,4,4,4,2,0.34,41,41,42,36,0
"1962","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/CancelDelegationTokenServlet.java","CancelDelegationTokenServlet.java",2,2,2,1,21,0,21,0,2,0,3,2,2,2,0,2,0,0,1,1,83,6,58,29,32,19,33,39,25,14,4,4,4,1,1,0.33,5,5,5,2,0
"1963","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/CheckableNameNodeResource.java","CheckableNameNodeResource.java",0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,45,5,7,6,0,33,4,5,5,0,0,0,0,0,0,4.71,0,0,0,0,0
"1964","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/CheckpointConf.java","CheckpointConf.java",1,1,1,1,5,0,5,0,1,1,1,7,7,6,5,7,0,1,0,6,94,17,55,22,24,24,25,36,22,14,3,3,3,1,2,0.44,9,9,9,7,0
"1965","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/CheckpointFaultInjector.java","CheckpointFaultInjector.java",1,1,1,1,1,0,1,0,1,1,1,10,10,9,0,10,1,0,0,9,49,6,22,15,4,21,7,18,15,3,1,1,1,1,0,0.95,10,10,10,10,0
"1966","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/CheckpointSignature.java","CheckpointSignature.java",1,1,1,1,7,0,6,0,1,0,2,16,16,16,3,16,6,0,0,10,177,22,119,38,67,36,44,63,30,33,2,2,3,1,1,0.3,18,18,22,16,0
"1967","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/Checkpointer.java","Checkpointer.java",3,3,3,1,23,2,18,2,1,1,1,10,10,9,5,10,4,5,0,1,313,39,221,80,142,56,120,155,70,85,11,10,11,4,4,0.25,33,32,33,15,0
"1968","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/ClusterJspHelper.java","ClusterJspHelper.java",2,2,3,1,20,1,15,4,7,13,5,35,33,22,38,35,4,20,0,11,922,86,619,215,413,236,335,453,194,259,15,15,18,8,4,0.38,100,100,121,51,0
"1969","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/Content.java","Content.java",1,1,1,1,1,0,1,0,5,1,1,8,4,7,9,8,1,1,0,6,72,9,33,20,7,30,8,15,11,4,1,1,1,1,0,0.91,8,8,8,8,0
"1970","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/ContentCounts.java","ContentCounts.java",1,1,1,1,3,0,3,0,2,0,0,23,23,23,4,23,0,1,0,22,146,26,91,33,33,29,40,65,32,33,1,1,1,1,0,0.32,23,23,23,23,0
"1971","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/ContentSummaryComputationContext.java","ContentSummaryComputationContext.java",1,1,3,1,15,1,9,4,1,0,0,6,6,6,7,6,0,0,0,6,131,14,74,28,48,43,39,50,24,26,5,5,12,4,1,0.58,11,11,19,9,0
"1972","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/ContentSummaryServlet.java","ContentSummaryServlet.java",2,2,2,1,33,1,30,2,2,0,1,2,2,2,0,2,0,0,0,2,84,6,57,29,30,21,37,43,26,17,3,3,3,1,2,0.37,5,5,5,2,0
"1973","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/DefaultINodeAttributesProvider.java","DefaultINodeAttributesProvider.java",1,1,1,1,3,0,2,0,1,0,1,3,3,3,0,3,0,0,0,3,45,6,16,11,2,23,3,7,6,1,1,1,1,1,0,1.44,3,3,3,3,0
"1974","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/DfsServlet.java","DfsServlet.java",2,2,2,1,13,0,11,2,1,0,2,3,3,3,0,3,0,0,3,0,88,7,54,32,24,27,34,41,28,13,3,3,3,1,1,0.5,6,6,6,3,0
"1975","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/DirectoryWithQuotaFeature.java","DirectoryWithQuotaFeature.java",1,1,1,1,6,0,5,1,2,0,2,31,31,31,4,31,14,8,0,9,280,33,183,56,87,64,72,119,53,66,5,5,5,4,2,0.35,46,46,48,34,0
"1976","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/EditLogBackupInputStream.java","EditLogBackupInputStream.java",1,1,1,1,4,0,4,0,2,0,0,18,18,18,6,18,6,0,2,10,155,23,100,44,38,33,44,65,32,33,2,2,2,1,1,0.33,20,20,20,18,0
"1977","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/EditLogBackupOutputStream.java","EditLogBackupOutputStream.java",1,1,1,1,8,0,6,1,1,0,2,10,10,10,5,10,3,0,1,6,153,19,101,49,44,45,57,72,39,33,3,3,3,1,1,0.45,14,14,14,10,0
"1978","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/EditLogFileInputStream.java","EditLogFileInputStream.java",1,1,2,1,11,0,9,1,7,4,3,35,36,34,19,38,4,4,3,27,515,48,384,139,195,87,164,234,105,129,10,8,12,6,5,0.23,66,64,72,44,0
"1979","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/EditLogFileOutputStream.java","EditLogFileOutputStream.java",1,1,1,1,11,0,7,3,1,2,4,17,17,15,5,17,1,1,0,15,281,28,175,68,87,83,92,123,52,71,4,4,6,1,2,0.47,28,28,31,17,0
"1980","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/EditLogInputException.java","EditLogInputException.java",1,1,1,1,4,0,4,0,1,0,1,2,2,2,1,2,0,0,0,2,45,8,16,10,4,21,8,11,8,3,1,1,1,1,0,1.31,2,2,2,2,0
"1981","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/EditLogInputStream.java","EditLogInputStream.java",2,2,2,1,13,0,6,6,1,0,0,7,18,18,1,18,1,0,3,14,212,22,69,33,26,121,37,51,30,21,4,4,4,4,2,1.75,14,14,14,10,0
"1982","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/EditLogOutputStream.java","EditLogOutputStream.java",1,1,1,1,6,0,3,3,1,0,0,7,14,14,2,14,1,0,2,11,150,18,46,29,11,88,26,34,25,9,1,1,1,1,0,1.91,7,7,7,7,0
"1983","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/EditsDoubleBuffer.java","EditsDoubleBuffer.java",1,1,1,1,5,0,4,0,2,0,0,17,17,17,6,17,2,0,0,15,162,27,98,38,41,41,52,73,36,37,2,2,2,1,1,0.42,19,19,19,17,0
"1984","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/EncryptionFaultInjector.java","EncryptionFaultInjector.java",1,1,1,1,2,0,2,0,1,1,1,2,2,1,0,2,0,0,0,2,39,5,14,11,2,20,5,8,7,1,1,1,1,1,0,1.43,2,2,2,2,0
"1985","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/EncryptionZoneManager.java","EncryptionZoneManager.java",2,2,2,1,15,0,10,5,2,0,1,17,17,17,7,17,14,2,0,1,363,31,216,93,121,116,115,152,79,73,7,7,7,4,3,0.54,34,34,37,26,0
"1986","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirAclOp.java","FSDirAclOp.java",1,1,1,1,22,0,21,0,1,9,0,9,9,0,0,9,7,2,0,0,249,15,212,98,148,22,132,155,79,76,3,3,4,1,2,0.1,16,16,17,9,2
"1987","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirAttrOp.java","FSDirAttrOp.java",3,3,4,1,24,1,21,1,1,17,0,17,17,0,0,17,15,2,0,0,487,39,401,143,249,49,188,254,103,151,9,9,20,5,3,0.12,57,57,74,21,0
"1988","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirConcatOp.java","FSDirConcatOp.java",5,5,5,1,31,1,26,4,1,6,0,6,6,0,0,6,2,4,0,0,243,19,173,52,111,53,81,119,49,70,10,10,12,1,5,0.31,31,31,35,6,0
"1989","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirDeleteOp.java","FSDirDeleteOp.java",3,3,3,1,30,2,20,7,1,7,0,7,7,0,0,7,5,2,0,0,249,25,155,54,101,70,77,103,40,63,6,6,6,4,2,0.45,24,24,26,12,0
"1990","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirMkdirOp.java","FSDirMkdirOp.java",3,3,4,1,27,1,20,6,1,7,0,7,7,0,0,7,3,4,0,0,244,22,163,70,94,60,81,109,53,56,12,12,13,3,4,0.37,26,26,28,11,0
"1991","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirRenameOp.java","FSDirRenameOp.java",3,3,3,1,27,1,21,4,3,13,0,24,24,11,18,24,19,5,0,0,768,63,584,192,379,127,300,393,148,245,15,15,16,9,4,0.22,89,89,94,32,0
"1992","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirSnapshotOp.java","FSDirSnapshotOp.java",2,2,2,1,19,0,16,2,1,10,0,10,10,0,0,10,9,1,0,0,238,17,183,69,106,38,83,114,48,66,6,6,6,1,4,0.21,24,24,25,10,0
"1993","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirStatAndListingOp.java","FSDirStatAndListingOp.java",3,3,4,1,29,1,23,5,1,15,0,15,15,0,0,15,8,7,0,0,508,33,373,163,249,104,175,223,121,102,10,10,13,4,3,0.28,56,56,68,20,0
"1994","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirSymlinkOp.java","FSDirSymlinkOp.java",4,4,5,2,30,1,27,1,1,3,0,3,3,0,0,3,2,1,0,0,129,11,96,41,56,22,49,64,29,35,7,7,8,4,2,0.23,14,14,15,6,0
"1995","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirXAttrOp.java","FSDirXAttrOp.java",4,4,4,2,26,1,22,3,1,15,2,15,15,0,0,15,10,5,0,0,463,34,363,130,227,67,168,241,105,136,17,17,17,9,4,0.18,61,61,73,35,0
"1996","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSDirectory.java","FSDirectory.java",1,1,2,1,12,0,9,2,1,19,9,118,118,99,25,118,87,9,0,22,1773,169,1266,424,718,347,532,777,327,450,8,8,10,7,6,0.27,229,229,259,146,0
"1997","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSEditLog.java","FSEditLog.java",1,1,1,1,12,0,9,2,5,2,2,105,103,103,25,105,66,9,2,28,1639,184,1084,389,636,379,478,689,317,372,11,11,12,6,4,0.35,185,185,195,120,0
"1998","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSEditLogLoader.java","FSEditLogLoader.java",5,4,6,3,36,1,32,3,3,5,2,31,31,26,9,31,9,10,0,12,1302,78,1108,350,772,122,551,684,292,392,88,42,91,50,5,0.11,177,131,193,94,0
"1999","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSEditLogOp.java","FSEditLogOp.java",1,1,1,1,6,0,6,0,56,75,13,532,540,465,133,540,286,55,47,152,4988,650,4126,1340,2222,225,2143,2880,1008,1872,11,11,15,6,4,0.05,689,689,705,550,0
"2000","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSEditLogOpCodes.java","FSEditLogOpCodes.java",1,1,1,1,5,0,2,3,1,1,1,5,3,4,52,5,1,0,0,4,132,9,85,63,13,46,14,24,12,12,3,3,4,1,1,0.54,7,7,8,5,0
"2001","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSImage.java","FSImage.java",2,2,3,1,20,1,15,4,2,4,1,61,61,57,10,61,21,13,2,25,1472,144,1016,299,672,321,480,660,256,404,15,13,23,8,3,0.32,179,172,204,82,0
"2002","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSImageCompression.java","FSImageCompression.java",1,1,1,1,12,0,7,4,1,4,0,10,10,6,1,10,6,2,0,2,181,22,93,46,39,66,42,59,36,23,2,2,2,1,1,0.71,16,16,16,10,0
"2003","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSImageFormat.java","FSImageFormat.java",2,2,3,1,21,1,15,5,5,7,5,52,54,47,16,54,11,27,0,16,1451,151,904,331,586,400,469,630,281,349,26,26,27,6,5,0.44,153,153,165,66,0
"2004","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSImageFormatPBINode.java","FSImageFormatPBINode.java",2,2,3,1,16,0,15,0,3,12,21,31,31,19,7,31,8,15,0,8,654,66,560,255,367,29,284,388,223,165,9,9,12,3,4,0.05,92,90,97,37,0
"2005","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSImageFormatProtobuf.java","FSImageFormatProtobuf.java",1,1,1,1,10,0,9,0,8,4,4,41,39,37,31,41,8,18,0,15,613,85,479,211,283,49,280,359,184,175,14,5,15,3,2,0.1,76,67,78,47,0
"2006","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSImagePreTransactionalStorageInspector.java","FSImagePreTransactionalStorageInspector.java",3,3,4,1,19,1,14,3,1,3,1,10,10,7,10,10,9,1,0,0,289,34,186,72,115,69,94,127,60,67,7,7,12,1,4,0.37,30,30,42,10,0
"2007","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSImageSerialization.java","FSImageSerialization.java",2,2,2,1,13,0,12,1,3,40,1,42,42,2,6,42,12,7,1,22,731,74,558,201,345,115,296,394,157,237,11,11,11,1,2,0.21,110,110,110,42,0
"2008","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSImageStorageInspector.java","FSImageStorageInspector.java",1,1,1,1,4,0,4,0,2,0,0,4,9,9,3,9,7,0,0,2,95,14,40,25,9,41,23,29,22,7,1,1,2,1,0,1.02,4,4,5,4,0
"2009","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSImageTransactionalStorageInspector.java","FSImageTransactionalStorageInspector.java",2,2,2,1,12,0,10,1,1,0,1,9,9,9,5,9,4,1,0,4,183,22,131,56,66,30,68,97,54,43,8,8,9,4,4,0.23,24,24,25,14,0
"2010","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSImageUtil.java","FSImageUtil.java",3,3,3,1,17,2,14,0,1,3,2,3,3,0,0,3,0,0,0,3,94,14,63,34,34,17,36,46,27,19,4,4,4,3,1,0.27,9,9,9,5,0
"2011","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSNDNCacheOp.java","FSNDNCacheOp.java",1,1,1,1,9,0,8,0,1,9,0,9,9,0,0,9,8,1,0,0,124,16,91,52,35,17,39,53,30,23,2,2,2,1,1,0.19,14,14,14,9,0
"2012","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSNamesystem.java","FSNamesystem.java",2,2,2,1,17,0,13,3,12,14,8,410,408,396,90,410,168,84,2,156,8228,707,6046,1736,3884,1563,2897,3940,1342,2598,26,26,29,9,6,0.26,959,955,1096,491,0
"2013","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSNamesystemLock.java","FSNamesystemLock.java",1,1,1,1,3,0,3,0,1,0,0,6,6,6,1,6,1,0,0,5,62,11,30,17,6,21,13,20,14,6,1,1,1,1,0,0.7,6,6,6,6,0
"2014","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FSPermissionChecker.java","FSPermissionChecker.java",3,3,4,2,18,0,13,4,1,0,1,20,20,20,7,20,2,10,0,8,456,38,306,103,168,115,128,195,77,118,14,14,15,13,5,0.38,71,71,84,47,0
"2015","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FileChecksumServlets.java","FileChecksumServlets.java",3,3,3,1,23,1,21,0,3,0,2,3,3,3,0,3,0,1,0,2,134,12,99,66,50,23,56,67,52,15,5,5,5,1,2,0.23,10,10,10,3,0
"2016","RELATIVE:/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/FileDataServlet.java","FileDataServlet.java",3,3,3,1,27,1,22,3,2,0,1,4,4,4,0,4,0,2,0,2,144,14,94,54,55,36,49,60,41,19,4,4,4,1,1,0.38,12,12,14,4,0
