,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,post_release_bugs,pre_release_bugs,authors,churn_metric,change_metric
1730,1,1,1,1,14,0,8,6,1,0,0,3,3,3,1,3,0,0,0,3,83,6,38,21,13,40,14,18,14,4,2,2,2,1,0,1.05,4,4,4,3,2,1,24,1,8
1731,1,1,1,1,3,0,3,0,1,0,0,3,3,3,2,3,0,0,0,3,46,7,19,11,4,20,9,13,9,4,1,1,1,1,0,1.05,3,3,3,3,0,0,2,2,2
1732,1,1,1,1,7,0,5,2,1,2,0,3,3,1,0,3,0,1,0,2,64,6,29,16,9,29,14,20,14,6,3,3,3,1,1,1,5,5,5,3,0,0,1,2,1
1733,1,1,1,1,7,0,5,2,5,4,1,17,16,14,45,18,3,0,0,15,295,24,168,100,49,103,53,84,47,37,5,5,5,3,3,0.61,25,25,26,19,1,4,31,1,36
1734,1,1,1,1,6,0,5,1,1,0,1,21,21,21,8,21,2,0,0,19,225,29,144,55,63,56,65,98,49,49,6,6,7,4,2,0.39,33,33,34,24,1,3,29,1,8
1735,1,1,1,1,9,0,7,2,2,1,0,15,15,14,6,15,0,0,0,15,189,17,123,46,68,55,64,87,41,46,6,6,7,3,3,0.45,24,24,28,17,1,1,20,1,6
1736,1,1,1,1,4,0,4,0,1,0,1,5,5,5,1,5,0,0,0,5,60,10,32,15,12,18,12,20,12,8,4,4,4,1,2,0.56,8,8,8,5,0,0,6,1,2
1737,1,1,1,1,4,0,4,0,1,0,1,4,4,4,1,4,0,0,0,4,56,8,31,16,12,17,13,19,13,6,3,3,3,1,1,0.55,6,6,6,4,0,0,3,2,1
1738,1,1,1,1,2,0,2,0,1,0,1,5,5,5,3,5,0,0,3,2,65,9,27,17,7,31,13,19,14,5,1,1,1,1,0,1.15,5,5,5,5,0,0,6,1,2
1739,1,1,1,1,3,0,3,0,1,0,1,1,1,1,0,1,0,0,0,1,36,4,12,9,2,20,6,8,7,1,1,1,1,1,0,1.67,1,1,1,1,0,0,2,1,1
1740,1,1,1,1,3,0,3,0,1,0,1,1,1,1,0,1,0,0,0,1,36,4,12,9,2,20,6,8,7,1,1,1,1,1,0,1.67,1,1,1,1,0,0,1,3,1
1741,1,1,1,1,4,0,4,0,2,1,0,16,16,15,7,16,0,1,0,15,127,20,85,36,31,22,36,56,30,26,3,3,6,3,1,0.26,20,20,23,18,0,0,9,4,2
1742,1,1,1,1,4,0,4,0,1,0,0,5,5,5,1,5,0,0,0,5,59,7,32,16,10,20,12,20,11,9,3,3,4,3,1,0.62,7,7,8,7,0,0,4,2,1
1743,1,1,1,1,3,0,3,0,1,0,1,2,2,2,0,2,0,0,0,2,33,4,11,6,3,18,5,8,6,2,1,1,1,1,0,1.64,2,2,2,2,0,1,3,1,1
1744,1,1,1,1,5,0,4,0,3,2,1,22,20,20,12,22,1,1,0,20,215,31,139,59,62,45,61,92,46,46,5,5,6,5,1,0.32,35,35,40,28,0,0,10,1,4
1745,1,1,1,1,3,0,3,0,1,0,1,2,2,2,0,2,0,0,0,2,33,4,11,6,3,18,5,8,6,2,1,1,1,1,0,1.64,2,2,2,2,1,1,4,1,2
1746,1,1,1,1,4,0,4,0,2,0,0,12,12,12,9,12,0,0,0,12,108,15,73,33,26,20,33,47,28,19,1,1,1,1,0,0.27,12,12,12,12,0,1,5,1,5
1747,1,1,1,1,8,0,6,1,3,2,1,17,17,15,11,17,0,1,0,16,219,27,146,56,77,49,73,98,50,48,6,6,7,1,1,0.34,26,26,29,17,2,1,24,1,8
1748,1,1,1,1,6,0,3,2,1,0,1,3,3,3,0,3,0,0,0,3,57,7,22,13,6,28,10,14,11,3,1,1,1,1,0,1.27,3,3,3,3,0,0,6,1,4
1749,2,2,2,1,10,0,8,2,1,0,1,4,4,4,4,4,0,0,0,4,87,8,49,24,22,34,25,33,20,13,4,4,5,3,1,0.69,9,9,10,6,0,1,5,1,2
1750,1,1,1,1,3,0,2,1,1,0,1,3,1,3,9,3,0,0,0,3,62,4,24,17,5,34,7,9,6,3,2,2,2,1,1,1.42,4,4,4,3,0,0,4,1,2
1751,1,1,1,1,7,0,7,0,1,11,0,11,11,0,0,11,4,0,0,7,148,14,112,57,48,22,49,68,44,24,3,3,3,3,2,0.2,18,18,18,13,0,3,17,1,5
1752,0,0,0,0,0,0,0,0,1,0,2,0,9,9,0,9,0,0,0,9,201,12,64,63,2,125,25,26,26,0,0,0,0,0,0,1.95,0,0,0,0,0,4,28,1,9
1753,1,1,1,1,4,0,4,0,1,0,0,1,1,1,2,1,0,0,0,1,37,4,13,9,2,20,8,10,8,2,1,1,1,1,0,1.54,1,1,1,1,0,0,4,1,3
1754,1,1,1,1,3,0,3,0,1,0,1,2,2,2,0,2,0,0,0,2,40,5,15,10,3,20,7,10,8,2,1,1,1,1,0,1.33,2,2,2,2,0,0,2,1,1
1755,1,1,1,1,2,0,2,0,1,2,1,6,4,4,11,6,0,2,0,4,65,8,35,26,6,22,14,18,14,4,2,2,3,1,0,0.63,7,7,8,6,0,0,10,1,5
1756,1,1,1,1,6,0,5,1,1,0,3,19,19,19,2,19,0,0,0,19,214,27,134,56,67,53,63,89,45,44,4,4,6,4,1,0.4,25,25,27,22,0,1,7,1,2
1757,1,1,2,1,14,0,9,3,1,2,3,15,15,13,5,15,0,6,1,8,310,41,176,56,106,94,90,120,49,71,7,7,9,1,2,0.53,28,28,32,15,1,3,11,1,6
1758,1,1,1,1,5,0,3,1,3,11,6,31,27,20,12,31,5,0,0,26,270,36,168,76,64,69,74,114,67,47,4,4,5,4,2,0.41,39,39,41,36,0,2,9,1,2
1759,3,2,3,1,15,0,14,0,1,1,0,13,13,12,1,13,0,10,3,0,263,17,216,81,146,30,89,123,62,61,10,5,10,1,1,0.14,39,31,39,13,1,5,34,1,32
1760,1,1,1,1,7,0,6,0,6,3,3,15,14,13,7,16,1,2,0,13,200,20,129,50,68,51,44,66,37,29,4,4,4,4,2,0.4,23,23,25,20,0,0,6,1,3
1761,1,1,1,1,13,0,12,0,1,3,0,13,13,10,1,13,0,3,0,10,261,31,210,123,90,20,74,95,64,31,3,3,3,1,1,0.1,20,20,20,13,0,5,34,1,13
1762,1,1,1,1,7,0,3,3,1,1,0,5,5,4,1,5,0,0,0,5,81,9,30,17,8,42,13,19,14,5,1,1,1,1,0,1.4,5,5,5,5,0,0,2,3,2
1763,2,2,2,1,12,1,10,0,1,0,10,3,3,3,2,3,0,0,0,3,119,17,61,35,33,41,33,40,25,15,3,3,3,1,1,0.67,6,6,6,3,0,0,1,2,1
1764,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,38,4,8,7,0,26,5,6,6,0,0,0,0,0,0,3.25,0,0,0,0,0,0,2,2,1
1765,2,2,3,1,21,0,13,8,1,18,3,19,19,1,0,19,0,1,0,18,519,35,304,144,168,180,150,202,109,93,6,6,7,5,3,0.59,54,54,57,29,0,0,11,1,6
1766,1,1,1,1,9,0,4,5,1,0,1,2,2,2,1,2,0,0,0,2,56,7,18,11,5,31,9,12,9,3,1,1,1,1,0,1.72,2,2,2,2,0,1,1,4,2
1767,2,2,2,1,25,0,14,10,2,2,1,15,15,13,6,15,0,8,0,7,498,37,271,134,145,190,126,163,91,72,9,9,9,6,4,0.7,39,39,42,22,1,1,9,1,4
1768,2,2,3,1,24,1,15,8,5,1,1,13,14,13,3,14,1,7,0,6,427,38,243,100,143,147,112,151,82,69,8,8,10,6,4,0.6,36,36,40,23,1,4,10,2,10
1769,1,1,1,1,13,0,6,6,1,2,3,11,11,9,2,11,0,2,0,9,210,16,93,38,41,101,38,56,31,25,2,2,2,1,1,1.09,17,17,18,11,0,0,3,4,2
1770,1,1,1,1,5,0,5,0,1,0,0,1,1,1,2,1,0,0,0,1,33,3,13,9,2,17,7,9,7,2,1,1,1,1,0,1.31,1,1,1,1,0,0,2,3,2
1771,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,2,18,17,0,17,8,9,9,0,0,0,0,0,0,0.94,0,0,0,0,0,1,4,1,2
1772,2,2,2,1,14,0,13,0,1,0,5,11,11,11,1,11,0,0,0,11,258,18,215,112,89,25,103,134,76,58,7,7,7,1,4,0.12,28,28,28,11,0,1,25,1,28
1773,2,2,2,1,12,0,10,1,1,2,6,18,18,16,1,18,2,0,0,16,352,26,283,151,126,43,132,172,110,62,6,6,6,1,4,0.15,36,36,36,18,0,1,38,1,19
1774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,3,20,19,0,23,10,11,11,0,0,0,0,0,0,1.15,0,0,0,0,0,1,4,1,2
1775,2,2,2,1,11,0,11,0,1,0,36,84,84,84,1,84,0,0,0,84,1502,129,1343,670,612,30,537,725,394,331,5,5,7,3,2,0.02,198,198,200,96,4,11,136,1,142
1776,2,2,2,1,11,0,11,0,3,0,8,95,95,95,3,95,1,0,0,94,1516,121,1373,671,678,22,488,693,383,310,5,5,5,3,3,0.02,210,210,211,103,6,10,163,1,55
1777,2,2,2,1,14,0,14,0,1,1,2,14,14,13,1,14,0,1,0,13,321,23,275,135,129,25,129,173,99,74,7,7,7,1,3,0.09,38,38,38,14,0,5,46,1,57
1778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,3,16,15,0,17,6,7,7,0,0,0,0,0,0,1.06,0,0,0,0,0,1,3,1,3
1779,3,3,3,1,18,0,18,0,1,0,4,10,10,10,1,10,0,0,0,10,292,18,257,127,128,18,128,162,93,69,7,7,7,1,3,0.07,34,34,34,10,2,3,39,1,51
1780,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,2,16,15,0,17,6,7,7,0,0,0,0,0,0,1.06,0,0,0,0,0,1,3,1,3
1781,2,2,2,1,13,0,12,0,1,0,0,3,3,3,1,3,0,0,0,3,87,8,57,28,23,22,24,31,20,11,3,3,3,1,1,0.39,6,6,6,3,0,1,9,1,10
1782,1,1,2,1,11,0,11,0,1,0,1,5,5,5,1,5,0,0,0,5,125,11,90,50,35,24,41,51,36,15,4,4,5,1,2,0.27,9,9,10,5,0,1,10,1,10
1783,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,2,16,15,0,24,6,7,7,0,0,0,0,0,0,1.5,0,0,0,0,0,1,4,1,3
1784,1,1,1,1,9,0,8,0,1,0,2,4,4,4,1,4,0,0,0,4,95,10,60,33,23,25,26,34,22,12,2,2,2,1,1,0.42,7,7,7,4,0,0,4,1,6
1785,1,1,1,1,8,0,8,0,1,0,1,6,6,6,1,6,0,0,0,6,114,10,81,45,34,23,33,43,31,12,2,2,2,1,1,0.28,9,9,9,6,0,0,10,1,10
1786,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,3,16,15,0,24,6,7,7,0,0,0,0,0,0,1.5,0,0,0,0,0,1,4,1,4
1787,2,2,2,1,10,0,10,0,1,0,2,12,12,12,1,12,0,0,0,12,225,19,184,92,72,22,84,109,62,47,3,3,3,1,1,0.12,24,24,24,12,1,4,18,1,18
1788,1,1,1,1,8,0,8,0,1,0,5,15,15,15,1,15,0,0,0,15,235,21,188,99,81,26,76,103,65,38,3,3,3,1,1,0.14,27,27,27,15,1,5,26,1,29
1789,2,2,2,1,11,0,11,0,1,221,6,222,222,1,0,222,0,17,0,205,3057,251,2750,823,1773,59,1198,1701,745,956,17,12,20,4,4,0.02,608,516,619,229,2,14,200,1,3
1790,0,0,0,0,0,0,0,0,2,0,0,0,24,24,0,24,1,0,0,23,171,28,50,48,0,93,38,40,40,0,0,0,0,0,0,1.86,0,0,0,0,1,4,19,1,19
1791,1,1,1,1,9,0,7,1,1,0,2,31,31,31,2,31,15,0,0,16,388,42,276,124,129,73,117,195,110,85,4,4,4,1,2,0.26,57,57,57,31,1,4,22,1,22
1792,1,1,1,1,9,0,8,0,23,0,3,68,68,68,19,68,2,9,4,53,745,77,551,181,312,117,216,307,153,154,4,4,4,1,2,0.21,87,87,89,68,2,5,39,1,39
1793,1,1,1,1,7,0,7,0,1,2,1,10,10,8,4,10,1,3,0,6,154,21,100,44,46,33,48,69,38,31,3,3,3,1,2,0.33,17,17,17,10,0,0,1,1,1
1794,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25,3,5,4,1,17,3,4,4,0,0,0,0,0,0,3.4,0,0,0,0,0,0,1,1,1
1795,2,2,2,1,12,0,9,3,2,2,3,15,15,13,2,15,1,5,0,9,258,21,151,52,87,87,72,111,52,59,11,11,15,5,3,0.58,34,34,39,19,2,1,8,1,7
1796,3,3,3,1,26,3,18,4,1,1,1,2,2,1,0,2,0,1,0,1,89,13,46,15,27,30,23,32,13,19,6,6,6,1,2,0.65,7,7,7,2,0,0,2,1,2
1797,2,2,3,1,19,1,15,2,1,4,10,27,27,23,15,27,5,2,1,19,661,82,492,181,303,87,220,299,148,151,6,6,7,4,2,0.18,76,76,82,37,5,5,37,1,37
1798,1,1,1,1,7,0,5,1,1,0,0,10,10,10,4,10,0,0,1,9,128,17,80,40,35,31,41,54,28,26,2,2,2,1,1,0.39,12,12,12,10,0,0,11,1,11
1799,6,6,6,5,51,9,33,9,1,0,1,1,1,1,0,1,0,0,0,1,91,15,46,21,25,30,22,29,17,12,6,6,6,5,2,0.65,6,6,6,5,0,0,1,1,2
1800,1,1,1,1,3,0,3,0,1,0,1,1,1,1,0,1,0,0,0,1,35,4,10,7,2,21,5,7,6,1,1,1,1,1,0,2.1,1,1,1,1,0,0,1,1,1
1801,1,1,1,1,3,0,3,0,1,0,1,1,1,1,0,1,0,0,0,1,32,5,10,7,2,17,5,7,6,1,1,1,1,1,0,1.7,1,1,1,1,0,0,1,1,1
1802,0,0,0,0,0,0,0,0,1,0,1,0,19,19,0,19,0,0,0,19,170,23,60,59,1,87,37,38,38,0,0,0,0,0,0,1.45,0,0,0,0,1,5,16,1,16
1803,1,1,1,1,3,0,3,0,1,0,0,8,8,8,4,8,0,0,0,8,65,10,38,18,11,17,18,27,16,11,1,1,1,1,0,0.45,8,8,8,8,0,0,4,1,5
1804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,2,16,15,0,23,6,7,7,0,0,0,0,0,0,1.44,0,0,0,0,0,1,2,1,2
1805,1,1,1,1,9,0,9,0,1,0,2,22,22,22,1,22,0,2,0,20,355,33,296,135,130,26,117,159,87,72,3,3,3,1,1,0.09,43,43,43,22,1,4,21,1,21
1806,1,1,1,1,10,0,10,0,1,0,1,24,24,24,1,24,0,2,0,22,384,29,332,137,174,23,107,152,88,64,2,2,2,1,1,0.07,44,44,44,24,1,4,17,1,17
1807,4,4,5,3,35,3,29,2,1,1,5,5,5,4,0,5,0,2,1,2,257,26,193,86,121,39,102,128,69,59,11,11,12,5,3,0.2,23,23,26,15,1,3,16,1,16
1808,1,1,1,1,9,0,6,2,1,1,2,19,19,18,3,19,13,1,2,3,255,33,154,61,73,68,69,104,52,52,7,7,7,6,5,0.44,32,32,35,24,2,3,17,1,18
1809,2,2,2,1,20,1,13,4,2,0,5,45,45,45,12,45,13,15,0,17,1074,146,681,201,449,248,332,435,170,265,7,7,10,4,3,0.36,100,100,107,53,4,10,61,1,60
1810,1,1,1,1,1,0,1,0,1,1,1,3,3,2,0,3,0,0,0,3,41,6,14,11,2,21,6,10,9,1,1,1,1,1,0,1.5,3,3,3,3,0,0,1,1,1
1811,1,1,1,1,6,0,5,0,1,1,0,8,8,7,8,8,3,0,0,5,118,19,78,37,31,24,33,48,29,19,2,2,2,1,1,0.31,13,13,13,8,0,0,7,1,8
1812,1,1,1,1,8,0,6,1,3,2,1,27,27,25,8,27,2,3,0,22,330,49,221,93,100,61,111,155,82,73,6,6,6,1,2,0.28,38,38,39,27,5,6,32,1,31
1813,1,1,1,1,8,0,6,1,1,3,1,8,8,5,3,8,4,1,0,3,121,17,75,39,37,30,39,50,33,17,3,3,3,1,2,0.4,10,10,10,8,0,3,11,1,11
1814,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,36,3,8,7,0,25,4,5,5,0,0,0,0,0,0,3.12,0,0,0,0,0,0,1,1,1
1815,1,1,1,1,5,0,5,0,1,1,1,25,25,24,2,25,5,0,0,20,246,37,190,105,69,19,67,94,64,30,2,2,2,1,1,0.1,26,26,26,25,2,4,26,1,26
1816,1,1,1,1,3,0,3,0,1,0,0,3,3,3,0,3,0,0,0,3,43,7,16,9,3,20,7,11,8,3,1,1,1,1,0,1.25,3,3,3,3,0,0,4,1,2
1817,1,1,1,1,5,0,4,1,1,0,0,13,13,13,1,13,1,0,0,12,131,18,72,39,19,41,26,43,27,16,2,2,2,1,1,0.57,15,15,15,13,1,1,12,1,10
1818,1,1,1,1,5,0,5,0,2,1,1,20,20,19,7,20,1,0,1,18,186,27,142,58,62,17,67,96,47,49,3,3,8,3,1,0.12,30,30,36,22,0,1,14,1,5
1819,1,1,1,1,11,0,8,3,2,2,3,28,26,26,15,28,2,4,1,21,446,39,286,105,156,121,136,189,82,107,7,7,8,4,2,0.42,52,52,55,31,4,1,26,1,23
1820,4,4,4,4,12,0,12,0,1,0,0,1,1,1,0,1,0,0,0,1,48,4,24,13,6,20,10,16,10,6,4,4,4,4,2,0.83,4,4,4,4,0,0,5,1,1
1821,1,1,1,1,6,0,6,0,1,0,0,2,2,2,6,2,0,0,0,2,50,4,25,14,8,21,15,18,11,7,1,1,1,1,0,0.84,2,2,2,2,0,0,2,1,1
1822,1,1,1,1,5,0,5,0,2,0,1,10,10,10,5,10,0,0,0,10,117,15,75,29,33,28,44,57,27,30,3,3,3,1,1,0.37,14,14,14,10,0,0,6,1,4
1823,1,1,1,1,3,0,3,0,1,0,1,2,2,2,0,2,0,0,0,2,41,6,15,10,3,20,7,10,8,2,1,1,1,1,0,1.33,2,2,2,2,0,0,4,1,1
1824,1,1,1,1,5,0,3,1,3,1,1,9,9,8,0,9,0,0,0,9,102,12,60,34,17,30,24,37,26,11,2,2,2,1,1,0.5,10,10,10,9,0,4,20,1,2
1825,2,2,2,1,16,0,11,4,3,1,1,25,25,24,5,25,0,6,2,17,515,40,347,149,196,131,172,230,114,116,5,5,5,1,2,0.38,50,50,50,25,3,9,29,1,24
1826,1,1,1,1,16,1,8,7,1,0,1,2,2,2,0,2,0,0,0,2,74,7,32,22,10,35,19,23,18,5,2,2,2,1,1,1.09,3,3,3,2,0,1,11,1,2
1827,2,2,3,1,18,0,14,3,4,11,6,29,29,18,16,29,10,16,0,3,800,69,520,160,337,215,262,350,147,203,14,14,16,7,6,0.41,86,86,88,46,8,17,98,1,94
1828,1,1,1,1,5,0,5,0,3,1,2,13,16,15,3,16,13,2,0,1,159,18,106,52,46,35,44,76,46,30,4,4,4,3,2,0.33,25,25,25,15,0,0,5,1,4
1829,1,1,2,1,9,0,7,1,12,11,8,86,86,75,34,86,25,33,0,28,1108,131,778,275,410,206,380,562,273,289,9,9,12,9,4,0.26,162,162,182,129,8,6,99,1,53
1830,1,1,1,1,1,0,1,0,1,0,0,4,2,4,9,4,0,1,0,3,44,4,18,13,2,22,5,7,5,2,1,1,1,1,0,1.22,4,4,4,4,0,0,4,7,4
1831,2,2,2,1,12,0,11,0,2,0,1,8,8,8,9,8,1,0,0,7,173,17,131,52,63,25,64,87,44,43,5,5,5,1,3,0.19,21,21,21,8,5,5,42,2,6
1832,1,1,1,1,3,0,3,0,4,0,3,6,7,7,0,7,0,0,0,7,66,8,36,11,21,22,13,20,14,6,1,1,1,1,0,0.61,6,6,6,6,0,0,2,4,2
1833,1,1,1,1,4,0,3,0,2,0,3,12,12,12,5,12,0,1,0,11,124,17,66,31,26,42,32,48,30,18,2,2,2,1,1,0.64,14,14,15,12,0,0,3,7,3
1834,1,1,2,1,10,0,8,1,1,3,3,15,15,12,13,15,1,1,0,13,258,29,184,91,83,45,99,128,76,52,5,5,6,3,2,0.24,28,28,30,19,2,7,45,1,43
1835,0,0,0,0,0,0,0,0,1,0,0,0,11,11,0,11,0,0,0,11,89,13,19,18,0,57,15,16,16,0,0,0,0,0,0,3,0,0,0,0,0,1,24,1,27
1836,1,1,1,1,6,0,4,2,1,0,0,19,19,19,4,19,3,0,0,16,208,25,94,35,40,89,41,63,32,31,2,2,2,1,1,0.95,22,22,22,19,4,1,19,3,20
1837,1,1,2,1,10,0,7,3,1,0,1,30,30,30,3,30,9,5,1,15,415,38,245,77,150,135,139,192,69,123,6,6,6,4,2,0.55,53,53,64,43,3,3,26,5,30
1838,1,1,1,1,9,0,6,2,2,0,0,31,31,31,8,31,10,2,0,19,402,41,235,78,125,131,110,165,70,95,10,10,12,4,3,0.56,55,55,60,36,0,2,11,3,0
1839,3,3,3,1,22,1,16,4,7,3,4,148,146,145,60,148,27,42,0,79,3758,338,2613,750,1752,844,1176,1689,616,1073,23,23,32,14,6,0.32,498,480,568,265,48,70,490,1,5
1840,2,2,2,1,20,0,12,7,2,1,2,6,10,9,0,10,2,0,2,6,249,16,120,77,39,113,47,64,42,22,5,5,5,1,2,0.94,13,13,13,6,2,1,36,1,30
1841,5,5,5,2,34,1,27,6,2,1,2,24,24,23,8,24,3,8,9,4,942,71,699,249,424,177,261,390,144,246,22,22,25,11,6,0.25,125,125,141,68,13,19,104,1,98
1842,3,3,3,2,23,0,17,4,1,1,0,12,12,11,0,12,0,3,7,2,345,28,231,81,132,87,72,121,52,69,10,10,10,9,6,0.38,44,44,44,30,3,4,24,1,22
1843,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,2,42,5,9,8,0,28,5,6,6,0,0,0,0,0,0,3.11,0,0,0,0,0,0,2,4,1
1844,1,1,1,1,4,0,4,0,1,0,0,3,3,3,2,3,0,0,0,3,44,6,21,9,9,17,8,13,7,6,2,2,2,1,1,0.81,4,4,4,3,0,0,4,5,2
1845,1,1,2,1,9,0,9,0,1,4,5,9,9,5,2,9,0,0,0,9,148,17,110,44,65,22,48,66,41,25,4,4,5,4,3,0.2,16,16,19,12,0,2,14,3,14
1846,1,1,1,1,8,0,5,2,5,0,0,23,23,23,4,23,17,0,0,6,239,31,138,52,70,74,68,100,54,46,3,3,4,1,1,0.54,32,32,35,23,2,2,49,1,45
1847,5,5,6,3,42,0,32,9,1,2,2,15,15,13,15,15,0,10,0,5,797,43,549,167,373,205,270,365,143,222,15,15,18,9,5,0.37,85,85,93,48,2,3,30,5,28
1848,2,2,3,1,15,0,9,5,2,0,0,12,10,12,7,12,10,0,0,2,245,28,130,43,71,94,53,84,34,50,8,8,10,6,3,0.72,32,32,37,20,5,2,25,1,20
1849,1,1,1,1,8,0,6,1,7,0,4,75,73,75,36,75,25,5,0,45,903,108,584,210,294,213,271,419,190,229,7,7,9,4,3,0.36,126,126,137,80,10,12,118,1,111
1850,2,2,2,1,18,0,13,4,2,2,1,75,75,73,29,75,19,19,0,37,1615,159,1058,287,675,404,446,668,255,413,22,22,26,6,4,0.38,194,194,221,91,12,28,181,1,166
1851,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,15,0,0,0,15,74,17,19,18,0,38,17,18,18,0,0,0,0,0,0,2,0,0,0,0,0,1,8,1,6
1852,1,1,1,1,5,0,4,0,5,8,1,50,48,42,19,50,29,0,0,21,376,59,262,93,121,55,124,190,92,98,4,4,4,4,2,0.21,64,64,66,57,7,6,46,1,53
1853,2,2,3,1,21,0,15,4,2,1,1,21,21,20,13,21,6,10,0,5,621,43,390,126,246,188,177,240,99,141,12,12,15,6,5,0.48,57,57,67,30,2,2,38,1,0
1854,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,0,0,0,4,60,6,9,8,0,45,6,7,7,0,0,0,0,0,0,5,0,0,0,0,0,2,7,1,1
1855,1,1,2,1,9,0,8,1,3,0,1,31,31,31,18,31,12,3,0,16,435,54,307,103,170,77,131,198,82,116,13,13,17,7,4,0.25,56,56,63,37,3,7,35,1,35
1856,4,4,4,3,26,1,21,4,1,0,0,7,7,7,3,7,5,0,0,2,236,21,169,42,108,47,80,119,39,80,8,8,8,8,4,0.28,30,30,31,27,0,2,14,1,2
1857,1,1,1,1,6,0,6,0,4,3,1,19,19,16,4,19,13,1,0,5,217,22,142,64,70,53,72,100,65,35,4,4,4,3,3,0.37,26,26,28,21,1,2,12,1,8
1858,2,2,2,1,10,0,8,1,1,0,0,12,12,12,5,12,11,1,0,0,204,22,133,54,68,50,68,96,51,45,5,5,5,3,2,0.38,26,26,28,14,5,3,24,1,22
1859,1,1,1,1,4,0,3,0,1,0,0,8,8,8,5,8,3,0,0,5,68,6,36,15,12,26,18,27,15,12,1,1,1,1,0,0.72,8,8,8,8,0,0,10,1,7
1860,1,1,1,1,3,0,3,0,1,0,1,1,1,1,0,1,0,0,0,1,38,4,12,9,2,22,6,8,7,1,1,1,1,1,0,1.83,1,1,1,1,0,0,2,1,0
1861,1,1,1,1,7,0,6,0,2,0,0,12,12,12,5,12,9,1,0,2,153,20,102,40,50,31,46,72,38,34,4,4,4,1,3,0.3,20,20,20,12,0,1,8,1,7
1862,2,2,2,1,9,0,8,1,3,0,2,19,19,19,7,19,17,0,0,2,291,26,184,62,94,81,76,126,59,67,4,4,4,1,3,0.44,38,38,38,19,1,2,21,1,0
1863,1,1,1,1,6,0,4,1,1,0,1,3,3,3,1,3,1,1,0,1,66,7,25,14,8,35,13,18,12,6,2,2,2,1,1,1.4,4,4,4,3,0,0,4,1,5
1864,2,2,3,1,15,0,10,4,2,0,6,23,23,23,6,23,13,4,0,6,485,38,278,81,166,171,123,187,72,115,9,9,12,6,3,0.62,61,61,73,37,1,3,24,1,0
1865,1,1,1,1,3,0,3,0,1,0,1,1,1,1,0,1,0,0,0,1,34,4,8,5,2,22,4,6,5,1,1,1,1,1,0,2.75,1,1,1,1,0,0,1,3,1
1866,1,1,1,1,6,0,3,3,1,0,2,1,1,1,0,1,0,0,0,1,45,4,11,8,3,30,6,8,7,1,1,1,1,1,0,2.73,1,1,1,1,0,0,6,1,4
1867,1,1,1,1,2,0,2,0,7,5,11,40,28,35,46,40,1,4,0,35,322,47,198,110,74,78,76,114,69,45,3,3,3,3,2,0.39,48,47,49,42,3,6,62,1,70
1868,1,1,1,1,4,0,4,0,1,1,1,3,3,2,0,3,0,1,0,2,52,6,24,13,8,22,11,16,11,5,2,2,2,1,1,0.92,4,4,4,3,0,0,2,1,1
1869,1,1,1,1,5,0,5,0,1,0,1,4,4,4,0,4,0,0,0,4,61,8,31,17,10,22,10,15,11,4,2,2,2,1,0,0.71,5,5,5,4,0,1,7,1,4
1870,2,2,3,1,13,0,9,3,3,17,5,22,22,5,1,22,0,5,0,17,406,38,277,127,133,94,137,195,106,89,9,9,9,3,3,0.34,59,59,67,26,0,8,64,1,53
1871,2,2,2,1,14,0,9,5,7,9,14,64,67,60,20,69,2,2,5,60,1154,100,670,189,405,404,295,448,163,285,26,26,32,14,3,0.6,163,157,177,102,5,11,69,1,9
