,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,post_release_bugs,pre_release_bugs,authors,churn_metric,change_metric
2591,1,1,1,1,22,1,17,4,1,1,0,2,2,1,0,2,0,1,0,1,81,7,46,29,29,28,32,37,25,12,2,2,2,1,1,0.61,3,3,3,2,2,2,22,1,21
2592,2,2,3,1,37,1,31,4,1,0,1,6,6,6,0,6,0,0,0,6,296,22,231,119,158,43,162,187,108,79,5,5,6,3,3,0.19,17,17,18,8,4,1,22,1,20
2593,2,2,2,1,37,3,29,4,1,1,1,8,8,7,1,8,0,1,0,7,365,45,272,95,205,50,172,199,83,116,4,4,4,1,2,0.18,17,17,17,8,1,2,21,1,22
2594,1,1,1,1,20,2,15,2,1,0,5,17,17,17,6,17,0,12,0,5,447,62,318,117,231,67,247,275,111,164,4,4,4,1,2,0.21,22,22,22,17,0,2,11,2,12
2595,3,3,3,1,35,3,24,8,3,0,0,12,12,12,13,12,0,6,0,6,528,55,350,157,226,125,223,271,155,116,7,7,7,5,4,0.36,37,37,38,21,12,7,74,1,70
2596,1,1,1,1,42,4,24,13,1,1,1,12,12,11,7,12,0,6,0,6,602,72,344,121,260,186,254,274,99,175,4,4,4,1,2,0.54,19,19,19,12,7,4,30,1,24
2597,1,1,1,1,22,2,13,6,1,0,0,9,9,9,6,9,0,3,0,6,276,33,157,67,98,86,103,119,55,64,3,3,3,1,2,0.55,11,11,11,9,5,4,23,1,17
2598,1,1,1,1,13,0,10,2,1,5,7,10,10,5,3,10,0,5,0,5,207,22,145,70,84,40,94,114,62,52,3,3,3,1,2,0.28,17,17,17,10,2,1,8,1,8
2599,1,1,2,1,24,0,21,2,5,0,6,8,8,8,6,8,1,1,0,6,236,16,181,74,106,40,101,116,69,47,4,4,5,1,2,0.22,14,14,16,8,0,2,16,3,16
2600,1,1,1,1,21,2,15,3,1,0,2,3,3,3,3,3,0,0,0,3,120,18,75,35,39,27,51,57,30,27,2,2,2,1,1,0.36,5,5,5,3,0,1,16,1,13
2601,1,1,1,1,13,0,7,5,1,1,0,4,4,3,1,4,0,1,0,3,96,12,43,24,17,41,23,31,19,12,3,3,3,1,1,0.95,6,6,6,4,0,0,1,4,2
2602,3,3,4,1,62,12,47,3,1,0,0,3,3,3,0,3,0,1,0,2,236,45,161,61,124,30,111,125,56,69,7,7,8,1,3,0.19,11,11,12,3,0,1,14,1,12
2603,1,1,1,1,13,1,11,1,2,0,7,38,38,38,7,38,2,17,0,19,677,85,518,173,327,74,310,391,155,236,8,8,8,3,3,0.14,67,67,73,48,6,6,48,1,48
2604,2,2,2,1,24,1,17,6,1,0,0,6,6,6,3,6,0,0,0,6,222,21,144,81,83,57,103,119,75,44,3,3,3,1,2,0.4,12,12,13,6,2,7,29,1,26
2605,1,1,1,1,18,3,12,3,1,0,7,7,7,7,2,7,0,2,0,5,206,37,124,71,63,45,76,89,59,30,3,3,3,1,2,0.36,10,10,10,7,1,1,10,2,10
2606,1,1,1,1,19,1,16,1,9,7,14,26,26,19,1,26,0,8,0,18,586,59,463,199,298,65,307,351,189,162,5,5,5,3,2,0.14,43,43,43,28,3,3,40,1,1
2607,1,1,1,1,24,1,17,4,1,1,4,5,5,4,0,5,0,1,0,4,192,21,130,67,77,41,99,105,58,47,1,1,2,1,0,0.32,5,5,7,5,1,1,6,1,6
2608,1,1,1,1,19,0,16,2,1,0,0,8,8,8,0,8,0,3,0,5,210,15,161,70,115,34,121,131,60,71,2,2,2,1,1,0.21,9,9,9,8,0,0,3,1,3
2609,2,2,2,1,21,1,13,6,1,1,0,3,3,2,0,3,0,1,0,2,100,11,51,15,30,38,25,32,11,21,2,2,2,1,1,0.75,6,6,6,3,0,2,6,1,6
2610,1,1,1,1,17,1,9,6,1,1,5,8,8,7,8,8,1,3,0,4,212,27,117,54,64,72,72,84,48,36,1,1,1,1,1,0.62,8,8,8,8,0,3,12,3,12
2611,1,1,1,1,15,1,10,3,1,2,7,10,10,8,6,10,0,3,0,7,262,35,161,85,83,68,104,123,74,49,6,6,6,4,3,0.42,16,16,16,13,2,1,10,2,10
2612,2,2,2,1,11,0,11,0,1,0,0,1,1,1,0,1,0,0,1,0,47,6,20,12,7,21,11,15,11,4,2,2,2,1,1,1.05,2,2,2,1,1,1,6,1,6
2613,1,1,1,1,6,0,6,0,1,0,0,1,1,1,0,1,0,0,1,0,41,5,14,9,3,22,7,9,7,2,1,1,1,1,0,1.57,1,1,1,1,0,1,3,9,4
2614,2,2,2,1,18,2,12,3,1,0,7,9,9,9,10,9,0,4,0,5,270,45,170,72,97,55,118,136,71,65,6,6,6,3,3,0.32,19,19,19,11,0,1,8,1,7
2615,5,5,5,1,48,7,38,3,1,0,0,1,1,1,4,1,0,0,0,1,96,14,59,28,35,23,37,46,29,17,5,5,5,1,3,0.39,5,5,5,1,0,0,10,1,10
2616,1,1,1,1,15,0,13,1,1,0,3,16,16,16,1,16,4,1,0,11,320,31,253,96,169,38,173,211,91,120,4,4,4,1,3,0.15,31,31,31,16,4,2,34,1,31
2617,2,2,2,1,25,2,22,1,1,0,1,2,2,2,0,2,0,0,0,2,117,11,71,36,38,35,49,54,32,22,3,3,3,1,1,0.49,4,4,4,2,0,2,6,1,6
2618,1,1,1,1,17,2,12,3,1,0,5,3,3,3,2,3,0,0,0,3,118,17,74,47,29,28,50,57,43,14,2,2,2,1,1,0.38,5,5,5,3,0,0,14,2,14
2619,2,2,3,1,28,2,24,1,1,2,3,3,3,1,0,3,0,2,0,1,144,14,107,60,59,23,83,89,55,34,4,4,5,1,2,0.21,7,7,9,3,0,0,11,1,8
2620,1,1,1,1,27,2,20,4,1,0,0,3,3,3,0,3,0,1,0,2,134,13,89,42,50,32,48,54,36,18,3,3,3,1,1,0.36,5,5,5,3,0,1,8,1,8
2621,1,1,1,1,3,0,2,0,1,0,0,75,75,75,1,75,0,0,0,75,436,90,329,197,60,17,83,159,104,55,1,1,1,1,0,0.05,75,75,75,75,4,3,29,7,30
2622,1,1,1,1,3,0,3,0,1,0,0,8,8,8,0,8,0,0,0,8,65,11,37,20,8,17,11,20,12,8,1,1,1,1,0,0.46,8,8,8,8,0,0,1,2,1
2623,1,1,1,1,2,0,2,0,1,0,0,15,15,15,0,15,0,0,0,15,101,18,66,39,11,17,18,34,23,11,1,1,1,1,0,0.26,15,15,15,15,0,1,9,1,9
2624,1,1,1,1,2,0,2,0,1,0,0,14,14,14,0,14,0,0,0,14,100,18,65,38,12,17,20,35,23,12,1,1,1,1,0,0.26,14,14,14,14,2,1,12,2,12
2625,1,1,1,1,6,0,3,3,1,0,0,4,4,4,0,4,0,0,0,4,88,7,24,19,4,57,10,15,15,0,1,1,1,1,0,2.38,4,4,4,4,0,0,3,5,3
2626,1,1,1,1,17,2,12,3,1,1,3,13,13,12,0,13,0,1,0,12,303,50,190,79,116,65,120,140,56,84,7,7,9,4,3,0.34,19,19,21,16,0,1,5,1,5
2627,1,1,1,1,16,2,11,2,1,2,0,4,4,2,0,4,0,0,0,4,105,16,60,26,32,29,34,41,19,22,2,2,2,1,1,0.48,6,6,6,4,2,2,9,1,3
2628,1,1,1,1,7,0,6,1,1,9,0,9,9,0,0,9,0,0,0,9,118,13,76,39,29,29,37,50,34,16,4,4,4,1,3,0.38,12,12,12,9,1,3,13,1,15
2629,3,3,3,1,21,2,17,1,1,0,11,15,15,15,6,15,0,2,12,1,431,53,334,137,194,44,172,222,112,110,6,6,7,5,4,0.13,46,46,47,24,3,3,20,4,20
2630,2,2,2,1,26,0,24,2,1,2,0,6,6,4,0,6,0,3,0,3,214,11,177,71,116,33,120,144,69,75,6,6,7,1,4,0.19,15,15,16,6,1,1,18,1,11
2631,2,2,2,1,26,2,23,0,3,2,6,11,11,9,4,11,0,2,0,9,401,42,331,155,211,28,236,272,153,119,4,4,4,1,2,0.08,27,27,27,11,14,6,41,1,45
2632,2,2,2,1,16,0,15,1,1,0,0,4,4,4,5,4,0,0,0,4,123,11,91,53,50,21,62,72,45,27,3,3,3,1,2,0.23,8,8,8,4,2,1,13,3,13
2633,2,2,2,1,24,2,18,3,2,4,4,13,13,9,2,13,0,3,0,10,418,51,301,144,189,69,179,210,121,89,5,5,5,3,2,0.23,26,26,26,15,1,2,29,1,15
2634,1,1,1,1,22,3,15,4,3,0,2,27,27,27,5,27,0,0,0,27,717,120,459,188,308,138,329,380,161,219,8,8,8,1,2,0.3,48,48,48,27,2,1,8,6,27
2635,2,2,2,1,18,1,12,3,3,0,6,15,15,15,11,15,1,3,0,11,376,53,251,98,151,74,152,192,90,102,5,5,5,4,3,0.29,32,32,32,18,1,3,2,2,0
2636,1,1,1,1,16,2,10,4,1,0,0,4,4,4,3,4,0,0,0,4,110,17,57,22,35,36,37,45,18,27,2,2,2,1,1,0.63,7,7,7,4,1,1,3,1,3
2637,1,1,1,1,17,1,12,3,1,1,0,13,13,12,1,13,0,1,0,12,300,42,203,95,122,57,133,150,71,79,2,2,2,1,1,0.28,14,14,15,13,1,1,9,2,9
2638,4,4,4,1,48,5,40,2,1,0,6,9,9,9,0,9,0,5,0,4,504,64,400,76,319,44,186,231,67,164,11,11,11,1,1,0.11,40,40,40,9,4,4,23,1,20
2639,1,1,1,1,12,1,11,0,1,0,1,3,3,3,0,3,0,0,0,3,86,13,55,39,27,18,36,41,33,8,2,2,2,1,1,0.33,4,4,4,3,1,3,6,1,6
2640,2,2,2,1,27,1,24,1,1,1,0,8,8,7,0,8,1,1,0,6,280,24,231,100,165,28,141,168,86,82,4,4,4,1,2,0.12,16,16,16,8,5,5,30,6,36
2641,2,2,2,1,14,0,12,1,6,5,9,40,40,35,23,40,19,12,0,9,787,86,614,252,368,93,372,477,232,245,5,5,5,3,3,0.15,88,88,92,46,3,1,31,5,32
2642,1,1,1,1,16,0,8,8,1,7,0,7,7,0,0,7,0,0,0,7,159,11,71,29,34,77,25,35,23,12,2,2,2,1,1,1.08,9,9,9,7,0,0,7,1,6
2643,6,6,7,1,35,3,31,2,1,4,5,4,4,0,0,4,3,0,0,1,211,21,146,49,107,46,83,109,43,66,17,17,23,1,3,0.32,25,25,31,4,0,3,25,1,23
2644,1,1,1,1,19,0,17,1,1,5,8,77,77,72,6,77,0,6,3,68,1697,97,1465,490,1155,135,797,893,351,542,5,5,6,1,2,0.09,90,90,91,77,3,4,27,5,27
2645,2,2,2,1,15,0,11,3,1,29,2,29,29,0,0,29,2,0,0,27,571,63,383,165,211,125,205,281,145,136,8,8,8,4,3,0.33,59,59,62,32,2,6,39,1,36
2646,2,2,2,1,29,2,21,5,20,4,20,45,45,41,1,45,0,6,4,35,1301,141,898,189,683,262,541,641,179,462,10,10,10,1,1,0.29,101,101,101,45,4,1,10,4,12
2647,1,1,1,1,6,0,6,0,1,0,1,7,7,7,5,7,6,1,0,0,93,10,56,21,32,28,34,47,21,26,5,5,6,1,1,0.5,12,12,13,7,0,0,4,1,2
2648,2,2,2,1,10,0,9,1,13,5,30,96,102,97,41,102,85,7,1,9,1499,141,1105,420,661,278,622,855,363,492,15,15,25,4,3,0.25,214,214,228,101,3,9,71,1,73
2649,1,1,1,1,6,0,5,1,1,28,0,28,28,0,0,28,0,0,0,28,252,32,172,85,67,48,81,115,71,44,2,2,2,1,1,0.28,33,33,33,28,1,6,62,1,63
2650,1,1,1,1,16,0,8,7,1,0,1,5,5,5,3,5,0,2,0,3,141,14,70,39,35,58,45,52,34,18,2,2,2,1,1,0.83,6,6,6,5,1,4,35,1,31
2651,1,1,1,1,9,0,7,2,1,0,1,12,12,12,3,12,0,3,0,9,189,21,122,51,59,46,71,87,39,48,2,2,2,1,1,0.38,15,15,15,12,1,1,4,8,4
2652,1,1,1,1,20,0,20,0,1,0,1,51,51,51,0,51,0,0,0,51,1209,57,1128,382,938,24,210,265,200,65,2,2,2,1,1,0.02,53,53,53,51,1,1,5,9,5
2653,1,1,1,1,25,2,19,3,1,0,2,4,4,4,2,4,0,0,0,4,157,19,104,52,67,34,80,88,48,40,2,2,2,1,1,0.33,6,6,6,4,1,1,5,1,4
2654,1,1,1,1,21,1,18,2,2,0,2,6,6,6,5,6,1,0,0,5,188,21,131,65,75,37,85,95,58,37,2,2,2,1,1,0.28,8,8,8,6,1,3,21,1,22
2655,2,2,2,1,28,3,18,8,1,2,6,4,4,2,0,4,0,0,0,4,183,20,113,51,65,53,79,88,46,42,3,3,4,1,1,0.47,8,8,10,4,0,2,9,1,7
2656,1,1,1,1,19,1,15,1,3,1,6,12,12,11,0,12,0,0,0,12,325,45,240,98,150,40,151,182,86,96,7,7,7,1,2,0.17,22,22,22,12,2,2,29,1,19
2657,1,1,1,1,15,1,11,1,1,1,7,17,17,16,7,17,0,5,0,12,384,57,280,143,168,48,197,226,125,101,3,3,3,1,2,0.17,25,25,27,17,3,6,21,1,20
2658,3,3,3,1,32,3,25,4,2,1,2,12,12,11,0,12,4,2,0,6,466,59,338,123,250,72,227,265,108,157,13,13,14,1,2,0.21,37,37,39,12,3,6,32,1,30
2659,2,2,3,1,20,1,15,3,1,2,5,6,6,4,0,6,1,1,0,4,184,20,128,61,73,40,84,98,57,41,4,4,8,1,2,0.31,16,16,20,6,1,1,22,1,12
2660,3,3,4,1,52,1,47,3,6,7,11,27,27,20,0,27,0,8,0,19,1456,80,1267,297,1009,109,666,779,258,521,17,17,17,7,3,0.09,104,104,113,35,5,6,34,6,34
2661,3,3,3,1,43,5,34,3,1,0,4,3,3,3,2,3,0,2,0,1,184,22,131,53,94,31,94,108,47,61,9,9,9,1,2,0.24,11,11,11,3,2,2,12,1,9
2662,2,2,2,1,35,3,25,6,7,10,7,65,65,55,4,65,7,12,1,45,2552,294,1807,489,1417,461,1130,1335,439,896,8,8,8,1,3,0.26,146,146,148,65,2,26,76,1,75
2663,2,2,2,1,22,3,13,6,1,0,1,16,16,16,2,16,0,1,0,15,449,70,266,120,163,113,166,201,101,100,3,3,4,1,1,0.42,34,34,43,16,1,1,19,1,15
2664,1,1,1,1,21,2,17,1,1,0,3,7,7,7,0,7,0,2,0,5,207,32,143,71,103,32,91,101,61,40,2,2,2,1,1,0.22,9,9,9,7,3,3,31,1,31
2665,1,1,2,1,13,0,9,3,1,1,2,4,4,3,1,4,0,1,0,3,112,14,65,35,33,33,37,46,30,16,2,2,3,1,1,0.51,7,7,8,4,0,1,2,1,2
2666,2,2,2,1,34,4,23,7,1,0,1,2,2,2,1,2,0,0,0,2,129,14,79,50,39,36,53,58,42,16,3,3,3,1,1,0.46,4,4,4,2,7,2,48,1,45
2667,2,2,2,1,25,1,19,4,1,4,10,13,13,9,1,13,0,8,0,5,434,43,309,141,203,82,212,244,126,118,5,5,5,3,3,0.27,28,28,28,15,2,4,29,1,23
2668,1,1,1,1,9,0,9,0,1,0,0,1,1,1,0,1,0,0,0,1,36,3,16,8,7,17,11,13,7,6,1,1,1,1,0,1.06,1,1,1,1,0,1,1,2,1
2669,1,1,1,1,12,0,9,2,1,0,2,5,5,5,4,5,0,1,0,4,121,12,79,46,41,30,50,59,40,19,3,3,3,1,2,0.38,8,8,8,5,1,1,9,1,9
2670,2,2,2,1,21,1,17,2,4,0,3,12,12,12,6,12,2,2,0,8,358,38,279,121,163,48,158,193,98,95,9,9,10,1,3,0.17,27,27,28,12,1,4,12,3,13
2671,1,1,1,1,30,2,22,6,1,0,4,8,8,8,4,8,0,0,0,8,311,35,217,97,161,65,164,177,77,100,2,2,2,1,1,0.3,12,12,12,8,4,4,15,4,15
2672,2,2,2,1,20,1,15,3,11,5,11,64,64,59,12,64,6,11,2,45,1574,187,1108,411,772,290,650,799,363,436,9,9,9,5,4,0.26,128,128,130,73,4,12,83,1,79
2673,2,2,2,1,17,1,14,1,2,0,1,4,4,4,6,4,0,0,0,4,125,15,88,40,45,22,56,66,38,28,3,3,3,3,2,0.25,9,9,9,6,1,1,5,1,5
2674,1,1,1,1,24,3,19,3,1,0,1,1,1,1,0,1,0,0,0,1,65,8,38,26,18,20,30,32,23,9,1,1,1,1,0,0.53,1,1,1,1,0,0,11,1,11
2675,1,1,1,1,12,0,8,3,1,2,3,8,8,6,1,8,1,0,0,7,161,15,99,50,53,47,54,70,37,33,5,5,5,1,2,0.47,14,14,14,8,0,4,17,1,13
2676,1,1,1,1,16,0,11,3,1,0,0,13,13,13,3,13,0,4,0,9,286,30,191,71,112,65,109,133,57,76,4,4,4,1,2,0.34,23,23,23,13,2,1,14,1,13
2677,2,2,2,1,28,3,22,3,6,0,7,16,16,16,7,16,1,4,0,11,537,76,365,135,260,97,242,291,126,165,6,6,7,4,3,0.27,41,41,44,19,2,2,27,1,23
2678,2,2,2,1,25,4,19,1,1,0,0,2,2,2,0,2,0,0,0,2,84,13,51,17,33,20,34,39,15,24,3,3,3,1,2,0.39,4,4,4,2,0,0,5,1,3
2679,3,3,3,1,28,2,24,2,1,3,5,10,10,7,14,10,1,2,0,7,389,45,297,111,210,49,187,220,100,120,8,8,8,7,3,0.16,32,32,35,16,1,2,16,1,17
2680,2,2,2,1,26,1,20,4,1,3,3,12,12,9,0,12,0,5,0,7,417,44,304,126,203,72,201,242,116,126,5,5,5,4,4,0.24,30,30,30,15,4,2,53,1,53
2681,1,1,1,1,28,1,23,3,1,0,1,6,6,6,0,6,0,1,0,5,236,21,176,83,120,39,122,137,73,64,2,2,3,1,1,0.22,10,10,11,6,8,2,47,1,46
2682,1,1,1,1,26,4,19,3,1,0,0,1,1,1,0,1,0,0,0,1,63,8,35,21,16,20,22,24,18,6,1,1,1,1,0,0.57,1,1,1,1,0,2,11,1,6
2683,1,1,1,1,18,2,15,0,1,2,2,9,9,7,0,9,0,3,0,6,227,36,167,62,114,24,107,119,47,72,2,2,2,1,1,0.14,11,11,11,9,2,2,10,2,10
2684,1,1,1,1,27,3,18,6,1,0,5,15,15,15,5,15,1,6,0,8,512,67,329,127,242,116,256,279,115,164,3,3,3,1,1,0.35,18,18,18,15,3,3,33,1,34
2685,1,1,1,1,11,1,8,1,1,2,9,6,6,4,0,6,0,2,0,4,133,21,82,39,44,30,61,69,34,35,2,2,2,1,1,0.37,7,7,7,6,1,1,3,8,3
2686,1,1,1,1,19,2,15,1,1,0,0,8,8,8,0,8,0,0,0,8,216,34,152,66,105,32,117,126,57,69,1,1,1,1,0,0.21,8,8,8,8,6,4,29,1,30
2687,3,3,4,1,33,5,25,2,2,0,0,3,3,3,1,3,0,0,0,3,157,24,100,50,63,33,56,71,41,30,4,4,4,1,3,0.33,9,9,12,3,1,1,11,3,11
2688,1,1,1,1,15,0,15,0,2,2,7,22,22,20,2,22,0,5,0,17,447,25,400,143,292,22,222,246,97,149,2,2,2,1,1,0.06,23,23,23,22,0,0,16,3,17
2689,2,2,3,1,16,0,14,2,1,2,7,11,11,9,0,11,0,5,0,6,263,22,201,97,116,40,140,170,95,75,5,5,5,4,3,0.2,31,31,34,16,0,2,11,1,10
2690,1,1,1,1,3,0,3,0,2,1,0,9,9,8,1,9,0,0,1,8,99,14,59,36,13,26,26,37,25,12,1,1,1,1,0,0.44,9,9,9,9,0,1,2,5,2
2691,1,1,1,1,3,0,3,0,2,0,0,8,8,8,1,8,0,0,1,7,96,14,57,37,11,25,26,36,26,10,1,1,1,1,0,0.44,8,8,8,8,0,0,1,5,1
2692,1,1,1,1,20,1,14,4,3,3,1,21,21,18,2,21,1,3,0,17,517,57,355,176,233,107,208,252,145,107,5,5,6,5,5,0.3,35,35,36,28,0,6,28,1,25
2693,2,2,2,1,29,2,23,4,1,0,2,6,6,6,1,6,0,2,0,4,235,24,166,60,116,47,108,127,54,73,5,5,5,3,2,0.28,15,15,15,8,0,0,7,1,6
2694,1,1,2,1,32,3,25,3,1,13,13,34,34,21,0,34,11,1,0,22,1242,164,942,315,750,136,666,735,276,459,12,12,12,3,3,0.14,65,65,69,38,10,2,42,9,46
2695,1,1,1,1,10,0,9,0,1,2,4,14,14,12,0,14,0,5,0,9,220,30,172,60,98,18,107,128,46,82,3,3,3,1,1,0.1,20,20,20,14,0,3,25,1,24
2696,3,3,4,1,40,2,33,4,4,1,5,32,32,31,6,32,1,5,0,26,1468,128,1186,482,918,155,813,971,436,535,13,13,14,5,4,0.13,124,124,132,44,12,9,95,1,96
2697,2,2,2,1,16,1,14,1,2,1,4,5,5,4,3,5,1,3,0,1,158,21,110,52,57,27,81,94,51,43,5,5,5,1,2,0.25,10,10,10,5,0,0,4,7,4
2698,1,1,1,1,5,0,4,0,3,0,6,28,28,28,0,28,0,0,0,28,256,39,182,94,75,39,70,110,61,49,4,4,4,1,2,0.21,34,34,34,28,1,4,16,1,16
2699,1,1,1,1,28,5,18,4,2,0,0,2,2,2,0,2,0,0,0,2,95,16,53,22,31,26,35,38,22,16,1,1,1,1,0,0.49,2,2,2,2,0,4,14,1,10
2700,3,3,3,1,43,7,29,7,1,0,4,9,9,9,3,9,0,1,0,8,480,84,319,126,229,86,242,273,121,152,5,5,5,5,3,0.27,27,27,27,13,3,1,14,1,12
2701,1,1,1,1,38,4,28,6,1,0,1,3,3,3,0,3,0,1,0,2,172,22,107,61,75,43,82,89,54,35,2,2,2,1,1,0.4,4,4,4,3,1,3,11,1,10
2702,1,1,1,1,9,0,9,0,5,0,1,22,22,22,1,22,0,1,0,21,229,29,183,66,101,17,90,117,60,57,2,2,3,1,1,0.09,32,32,34,22,2,2,6,2,7
2703,1,1,1,1,25,2,18,4,1,4,4,38,38,34,2,38,1,13,0,24,1103,145,780,280,570,187,544,623,242,381,8,8,8,3,3,0.24,71,71,71,40,4,11,73,1,86
2704,2,2,2,1,16,0,14,1,4,0,3,11,12,12,5,12,0,4,4,4,225,20,160,50,100,47,93,121,51,70,4,4,5,3,4,0.29,23,23,25,15,0,1,9,1,6
2705,1,1,1,1,23,4,15,3,1,0,0,2,2,2,1,2,0,0,0,2,84,15,45,20,28,24,37,40,18,22,1,1,1,1,0,0.53,2,2,2,2,4,2,18,1,3
2706,6,6,6,3,75,6,60,10,1,0,1,6,6,6,0,6,0,1,0,5,525,47,394,135,319,89,255,297,119,178,9,9,10,6,4,0.23,37,37,39,18,2,3,25,1,25
2707,1,1,1,1,6,0,5,1,1,0,0,3,3,3,2,3,0,0,0,3,59,9,30,17,8,20,16,21,14,7,2,2,2,1,1,0.67,4,4,4,3,1,1,3,8,3
2708,2,2,2,1,21,1,16,3,1,3,6,7,7,4,0,7,0,2,0,5,220,20,154,65,101,46,108,128,58,70,4,4,4,1,4,0.3,16,16,16,7,3,3,21,1,18
2709,1,1,1,1,13,0,13,0,1,0,0,3,3,3,2,3,0,1,0,2,89,11,60,27,33,18,39,45,25,20,2,2,2,1,1,0.3,5,5,5,3,2,2,6,1,6
2710,1,1,1,1,50,5,42,3,1,1,2,2,2,1,0,2,0,1,0,1,158,19,110,34,81,29,66,71,30,41,2,2,2,1,1,0.26,3,3,3,2,0,5,15,1,13
2711,1,1,1,1,13,0,11,1,6,3,0,25,25,22,6,25,6,5,0,14,423,44,315,103,202,64,193,241,97,144,3,3,3,3,2,0.2,37,37,37,27,0,6,23,1,17
2712,1,1,1,1,8,0,7,2,1,0,0,2,2,2,0,2,0,0,0,2,55,5,30,20,10,21,21,24,18,6,1,1,1,1,0,0.7,2,2,2,2,0,1,5,1,3
2713,4,4,4,1,28,3,20,4,1,0,0,2,2,2,0,2,0,1,0,1,89,11,49,15,28,29,26,42,19,23,7,7,7,1,1,0.59,9,9,9,2,0,1,5,1,3
2714,1,1,1,1,49,3,39,6,1,0,7,11,11,11,2,11,2,4,0,5,625,57,474,112,390,96,286,318,94,224,5,5,5,1,1,0.2,20,20,21,11,0,4,16,1,13
2715,1,1,1,1,4,0,4,0,1,1,0,1,1,0,0,1,0,0,0,1,34,3,10,6,2,21,5,7,5,2,1,1,1,1,0,2.1,1,1,1,1,0,1,8,1,8
2716,1,1,1,1,9,0,8,0,1,5,5,7,7,2,1,7,0,2,0,5,130,15,98,49,47,18,61,73,42,31,3,3,3,3,1,0.18,10,10,11,9,0,3,10,9,7
2717,4,4,4,1,59,2,52,4,1,0,1,5,5,5,0,5,0,0,0,5,376,23,308,146,221,45,203,240,124,116,7,7,7,1,4,0.15,24,24,24,5,4,2,52,1,52
2718,3,3,3,1,56,2,50,4,1,0,0,2,2,2,0,2,0,0,0,2,150,11,114,25,82,25,63,70,23,47,4,4,4,1,1,0.22,6,6,6,2,1,2,6,1,7
2719,1,1,1,1,9,0,8,0,10,5,3,43,49,44,5,49,5,0,0,44,652,70,463,167,246,119,227,311,134,177,11,11,11,8,5,0.26,73,73,74,50,0,4,24,1,23
2720,1,1,1,1,26,3,18,5,1,0,1,7,7,7,3,7,0,0,0,7,246,34,160,66,108,52,110,124,58,66,5,5,6,3,3,0.33,11,11,12,9,0,1,9,1,7
2721,1,1,1,1,10,0,9,0,1,1,0,6,6,5,0,6,0,1,0,5,102,14,71,29,36,17,45,54,20,34,3,3,3,1,1,0.24,8,8,8,6,0,0,2,1,3
2722,2,2,2,1,27,3,21,2,1,3,4,7,7,4,0,7,0,3,0,4,261,40,178,58,123,43,109,133,53,80,3,3,3,1,1,0.24,15,15,15,7,1,1,8,1,8
2723,1,1,1,1,9,0,7,1,1,0,0,5,5,5,7,5,0,2,0,3,113,13,65,33,26,35,46,53,30,23,2,2,2,1,1,0.54,6,6,6,5,1,1,3,1,4
2724,2,2,2,1,22,2,16,4,1,0,0,1,1,1,0,1,0,0,0,1,63,9,27,13,12,27,16,20,12,8,2,2,2,1,1,1,2,2,2,1,0,0,1,1,1
2725,1,1,1,1,35,6,29,0,1,0,4,1,1,1,0,1,0,0,0,1,75,11,42,14,31,22,37,39,13,26,1,1,1,1,0,0.52,1,1,1,1,0,0,1,6,1
2726,3,3,3,1,45,5,32,7,1,3,2,6,6,3,0,6,0,4,0,2,339,47,226,76,160,67,161,188,76,112,13,13,14,1,4,0.3,22,22,23,6,1,3,22,1,15
2727,1,1,1,1,20,1,14,4,1,2,8,16,16,14,0,16,0,1,0,15,442,47,289,114,182,106,194,223,94,129,4,4,4,1,1,0.37,28,28,28,16,5,3,25,1,29
2728,2,2,2,1,56,6,40,9,1,1,1,2,2,1,0,2,0,0,0,2,163,20,103,51,69,40,77,84,46,38,3,3,3,1,1,0.39,4,4,4,2,0,1,10,1,7
2729,1,1,1,1,10,0,10,1,1,0,0,2,2,2,0,2,0,0,0,2,59,8,31,15,15,23,18,22,13,9,2,2,2,1,1,0.74,3,3,3,2,0,0,6,1,4
2730,2,2,2,1,41,6,23,11,1,1,0,6,6,5,0,6,0,2,0,4,295,45,162,58,113,88,112,133,56,77,5,5,5,3,4,0.54,16,16,16,8,0,3,12,1,8
2731,1,1,1,1,28,4,20,3,1,0,5,24,24,24,5,24,1,1,0,22,786,137,544,234,428,105,384,424,193,231,3,3,3,1,2,0.19,36,36,36,24,3,3,11,3,11
2732,1,1,1,1,22,2,16,3,5,0,1,24,22,24,7,24,0,4,0,20,656,86,459,152,315,116,275,327,127,200,10,6,10,1,3,0.25,47,43,47,24,2,3,38,1,32
